evaluation_id,student_id,subject_id,evaluation_date,comments,point
2232,OGB/2024/247,subject_6,2024-09-28,Fair performance,6
2233,OGB/2024/247,subject_1,2024-10-05,Fair performance,6
2234,OGB/2024/247,subject_2,2024-09-19,Fair performance,6
2235,OGB/2024/247,subject_9,2024-09-08,Average performance,4
2236,OGB/2024/248,subject_1,2024-09-23,Very bad performance,0
2237,OGB/2024/248,subject_3,2024-09-26,Excellent performance,10
2238,OGB/2024/248,subject_6,2024-09-24,Very bad performance,0
2239,OGB/2024/248,subject_10,2024-09-13,Very bad performance,0
2240,OGB/2024/248,subject_7,2024-09-12,Fair performance,6
2241,OGB/2024/248,subject_9,2024-09-16,Good performance,8
2242,OGB/2024/248,subject_4,2024-09-12,Very bad performance,0
2243,OGB/2024/248,subject_5,2024-09-18,Good performance,8
2244,OGB/2024/248,subject_2,2024-09-23,Average performance,4
2245,OGB/2024/249,subject_8,2024-09-27,Excellent performance,10
2246,OGB/2024/249,subject_6,2024-09-15,Very bad performance,0
2247,OGB/2024/249,subject_2,2024-09-24,Fair performance,6
2248,OGB/2024/249,subject_1,2024-10-07,Excellent performance,10
2249,OGB/2024/249,subject_7,2024-09-30,Below average performance,2
2250,OGB/2024/249,subject_4,2024-09-23,Good performance,8
2251,OGB/2024/249,subject_10,2024-09-24,Good performance,8
2252,OGB/2024/249,subject_5,2024-09-13,Good performance,8
2253,OGB/2024/249,subject_9,2024-09-18,Below average performance,2
2254,OGB/2024/250,subject_26,2024-09-24,Good performance,8
2255,OGB/2024/250,subject_17,2024-09-29,Below average performance,2
2256,OGB/2024/250,subject_21,2024-09-11,Fair performance,6
2257,OGB/2024/250,subject_16,2024-10-06,Fair performance,6
2258,OGB/2024/250,subject_22,2024-09-18,Below average performance,2
2259,OGB/2024/250,subject_13,2024-09-10,Very bad performance,0
2260,OGB/2024/250,subject_2,2024-09-11,Excellent performance,10
2261,OGB/2024/250,subject_6,2024-09-29,Good performance,8
2262,OGB/2024/250,subject_18,2024-09-15,Excellent performance,10
2263,OGB/2024/251,subject_7,2024-09-26,Excellent performance,10
2264,OGB/2024/251,subject_3,2024-09-11,Average performance,4
2265,OGB/2024/251,subject_6,2024-09-28,Fair performance,6
2266,OGB/2024/251,subject_8,2024-09-27,Below average performance,2
2267,OGB/2024/251,subject_10,2024-09-19,Below average performance,2
2268,OGB/2024/251,subject_4,2024-09-07,Fair performance,6
2269,OGB/2024/251,subject_5,2024-09-12,Fair performance,6
2270,OGB/2024/251,subject_9,2024-09-25,Excellent performance,10
2271,OGB/2024/251,subject_1,2024-10-02,Good performance,8
2272,OGB/2024/252,subject_13,2024-09-11,Very bad performance,0
2273,OGB/2024/252,subject_6,2024-09-22,Excellent performance,10
2274,OGB/2024/252,subject_1,2024-10-07,Good performance,8
2275,OGB/2024/252,subject_27,2024-09-23,Excellent performance,10
2276,OGB/2024/252,subject_26,2024-09-10,Good performance,8
2277,OGB/2024/252,subject_29,2024-09-29,Good performance,8
2278,OGB/2024/252,subject_14,2024-09-08,Below average performance,2
2279,OGB/2024/252,subject_18,2024-09-30,Good performance,8
2280,OGB/2024/253,subject_29,2024-09-26,Average performance,4
2281,OGB/2024/253,subject_28,2024-09-15,Good performance,8
2282,OGB/2024/253,subject_22,2024-09-18,Excellent performance,10
2283,OGB/2024/253,subject_13,2024-09-12,Excellent performance,10
2284,OGB/2024/253,subject_26,2024-09-21,Very bad performance,0
2285,OGB/2024/253,subject_15,2024-09-11,Excellent performance,10
2286,OGB/2024/253,subject_17,2024-09-15,Below average performance,2
2287,OGB/2024/253,subject_2,2024-09-10,Excellent performance,10
2288,OGB/2024/253,subject_25,2024-10-02,Very bad performance,0
2289,OGB/2024/253,subject_16,2024-09-25,Excellent performance,10
2290,OGB/2024/254,subject_28,2024-09-07,Excellent performance,10
2291,OGB/2024/254,subject_17,2024-09-09,Below average performance,2
2292,OGB/2024/254,subject_26,2024-09-24,Excellent performance,10
2293,OGB/2024/254,subject_29,2024-09-24,Excellent performance,10
2294,OGB/2024/254,subject_14,2024-09-27,Average performance,4
2295,OGB/2024/254,subject_6,2024-09-29,Fair performance,6
2296,OGB/2024/254,subject_2,2024-09-28,Fair performance,6
2297,OGB/2024/254,subject_5,2024-09-28,Very bad performance,0
2298,OGB/2024/255,subject_3,2024-09-25,Good performance,8
2299,OGB/2024/255,subject_1,2024-10-02,Good performance,8
2300,OGB/2024/255,subject_2,2024-09-28,Very bad performance,0
2301,OGB/2024/255,subject_10,2024-09-20,Excellent performance,10
2302,OGB/2024/255,subject_9,2024-09-22,Good performance,8
2303,OGB/2024/255,subject_5,2024-09-28,Below average performance,2
2304,OGB/2024/255,subject_4,2024-10-01,Very bad performance,0
2305,OGB/2024/255,subject_8,2024-09-07,Fair performance,6
2306,OGB/2024/256,subject_2,2024-09-19,Fair performance,6
2307,OGB/2024/256,subject_8,2024-09-12,Very bad performance,0
2308,OGB/2024/256,subject_5,2024-09-25,Below average performance,2
2309,OGB/2024/256,subject_4,2024-09-23,Excellent performance,10
2310,OGB/2024/256,subject_6,2024-10-01,Very bad performance,0
2311,OGB/2024/256,subject_1,2024-09-24,Very bad performance,0
2312,OGB/2024/256,subject_3,2024-10-05,Below average performance,2
2313,OGB/2024/256,subject_10,2024-09-23,Good performance,8
2314,OGB/2024/256,subject_7,2024-09-29,Fair performance,6
2315,OGB/2024/257,subject_10,2024-10-04,Good performance,8
2316,OGB/2024/257,subject_5,2024-09-29,Below average performance,2
2317,OGB/2024/257,subject_1,2024-09-16,Below average performance,2
2318,OGB/2024/257,subject_3,2024-09-12,Below average performance,2
2319,OGB/2024/257,subject_9,2024-09-20,Very bad performance,0
2320,OGB/2024/257,subject_6,2024-09-18,Excellent performance,10
2321,OGB/2024/257,subject_4,2024-09-16,Good performance,8
2322,OGB/2024/257,subject_8,2024-09-30,Below average performance,2
2323,OGB/2024/257,subject_7,2024-09-08,Good performance,8
2324,OGB/2024/258,subject_1,2024-09-26,Below average performance,2
2325,OGB/2024/258,subject_10,2024-09-12,Fair performance,6
2326,OGB/2024/258,subject_2,2024-10-04,Below average performance,2
2327,OGB/2024/258,subject_6,2024-10-02,Good performance,8
2328,OGB/2024/258,subject_8,2024-09-07,Very bad performance,0
2329,OGB/2024/258,subject_9,2024-09-30,Excellent performance,10
2330,OGB/2024/258,subject_7,2024-10-03,Very bad performance,0
2331,OGB/2024/258,subject_3,2024-10-01,Excellent performance,10
2332,OGB/2024/258,subject_4,2024-09-29,Fair performance,6
2333,OGB/2024/259,subject_8,2024-09-14,Good performance,8
2334,OGB/2024/259,subject_5,2024-09-22,Very bad performance,0
2335,OGB/2024/259,subject_6,2024-09-28,Excellent performance,10
2336,OGB/2024/259,subject_10,2024-10-03,Excellent performance,10
2337,OGB/2024/259,subject_7,2024-09-10,Average performance,4
2338,OGB/2024/259,subject_4,2024-09-17,Excellent performance,10
2339,OGB/2024/259,subject_1,2024-09-08,Good performance,8
2340,OGB/2024/259,subject_9,2024-09-07,Very bad performance,0
2341,OGB/2024/260,subject_28,2024-09-17,Average performance,4
2342,OGB/2024/260,subject_25,2024-09-14,Below average performance,2
2343,OGB/2024/260,subject_14,2024-09-07,Fair performance,6
2344,OGB/2024/260,subject_5,2024-09-21,Good performance,8
2345,OGB/2024/260,subject_27,2024-09-20,Excellent performance,10
2346,OGB/2024/260,subject_6,2024-10-07,Excellent performance,10
2347,OGB/2024/260,subject_17,2024-10-05,Below average performance,2
2348,OGB/2024/260,subject_23,2024-09-30,Excellent performance,10
2349,OGB/2024/260,subject_21,2024-10-01,Excellent performance,10
2350,OGB/2024/261,subject_6,2024-09-12,Below average performance,2
2351,OGB/2024/261,subject_8,2024-09-09,Average performance,4
2352,OGB/2024/261,subject_10,2024-09-08,Very bad performance,0
2353,OGB/2024/261,subject_1,2024-09-07,Excellent performance,10
2354,OGB/2024/261,subject_7,2024-09-26,Good performance,8
2355,OGB/2024/261,subject_5,2024-10-07,Good performance,8
2356,OGB/2024/261,subject_9,2024-09-07,Very bad performance,0
2357,OGB/2024/261,subject_3,2024-10-02,Good performance,8
2358,OGB/2024/262,subject_22,2024-09-08,Good performance,8
2359,OGB/2024/262,subject_14,2024-09-18,Average performance,4
2360,OGB/2024/262,subject_26,2024-10-07,Fair performance,6
2361,OGB/2024/262,subject_21,2024-10-05,Good performance,8
2362,OGB/2024/262,subject_28,2024-09-25,Very bad performance,0
2363,OGB/2024/262,subject_6,2024-10-04,Fair performance,6
2364,OGB/2024/262,subject_5,2024-09-11,Fair performance,6
2365,OGB/2024/262,subject_24,2024-09-30,Good performance,8
2366,OGB/2024/262,subject_16,2024-09-13,Below average performance,2
2367,OGB/2024/262,subject_15,2024-10-06,Good performance,8
2368,OGB/2024/263,subject_9,2024-10-03,Very bad performance,0
2369,OGB/2024/263,subject_2,2024-09-24,Good performance,8
2370,OGB/2024/263,subject_4,2024-09-15,Very bad performance,0
2371,OGB/2024/263,subject_7,2024-09-14,Good performance,8
2372,OGB/2024/263,subject_5,2024-10-02,Very bad performance,0
2373,OGB/2024/263,subject_10,2024-10-06,Below average performance,2
2374,OGB/2024/263,subject_3,2024-09-14,Fair performance,6
2375,OGB/2024/263,subject_1,2024-09-13,Below average performance,2
2376,OGB/2024/263,subject_6,2024-10-04,Average performance,4
2377,OGB/2024/264,subject_22,2024-09-09,Below average performance,2
2378,OGB/2024/264,subject_16,2024-09-23,Below average performance,2
2379,OGB/2024/264,subject_23,2024-10-07,Excellent performance,10
2380,OGB/2024/264,subject_26,2024-09-30,Excellent performance,10
2381,OGB/2024/264,subject_18,2024-09-10,Excellent performance,10
2382,OGB/2024/264,subject_17,2024-09-15,Good performance,8
2383,OGB/2024/264,subject_25,2024-10-03,Fair performance,6
2384,OGB/2024/264,subject_24,2024-09-15,Excellent performance,10
2385,OGB/2024/264,subject_14,2024-09-17,Average performance,4
2386,OGB/2024/264,subject_6,2024-10-01,Excellent performance,10
2387,OGB/2024/265,subject_14,2024-10-04,Very bad performance,0
2388,OGB/2024/265,subject_5,2024-09-12,Very bad performance,0
2389,OGB/2024/265,subject_25,2024-09-29,Excellent performance,10
2390,OGB/2024/265,subject_15,2024-09-28,Very bad performance,0
2391,OGB/2024/265,subject_26,2024-09-18,Below average performance,2
2392,OGB/2024/265,subject_24,2024-09-18,Excellent performance,10
2393,OGB/2024/265,subject_27,2024-09-26,Fair performance,6
2394,OGB/2024/265,subject_28,2024-09-26,Excellent performance,10
2395,OGB/2024/266,subject_2,2024-09-08,Below average performance,2
2396,OGB/2024/266,subject_4,2024-09-27,Good performance,8
2397,OGB/2024/266,subject_10,2024-10-04,Excellent performance,10
2398,OGB/2024/266,subject_7,2024-10-02,Excellent performance,10
2399,OGB/2024/266,subject_3,2024-10-07,Below average performance,2
2400,OGB/2024/266,subject_5,2024-10-04,Below average performance,2
2401,OGB/2024/266,subject_9,2024-09-12,Average performance,4
2402,OGB/2024/266,subject_6,2024-10-01,Fair performance,6
2403,OGB/2024/266,subject_1,2024-09-08,Very bad performance,0
2404,OGB/2024/267,subject_8,2024-10-07,Good performance,8
2405,OGB/2024/267,subject_7,2024-09-13,Excellent performance,10
2406,OGB/2024/267,subject_9,2024-09-14,Good performance,8
2407,OGB/2024/267,subject_3,2024-10-04,Below average performance,2
2408,OGB/2024/267,subject_2,2024-09-15,Excellent performance,10
2409,OGB/2024/267,subject_4,2024-09-24,Below average performance,2
2410,OGB/2024/267,subject_10,2024-09-12,Excellent performance,10
2411,OGB/2024/267,subject_1,2024-09-08,Good performance,8
2412,OGB/2024/268,subject_5,2024-10-03,Fair performance,6
2413,OGB/2024/268,subject_7,2024-09-23,Excellent performance,10
2414,OGB/2024/268,subject_9,2024-09-21,Fair performance,6
2415,OGB/2024/268,subject_4,2024-09-30,Excellent performance,10
2416,OGB/2024/268,subject_6,2024-09-29,Good performance,8
2417,OGB/2024/268,subject_3,2024-09-17,Below average performance,2
2418,OGB/2024/268,subject_10,2024-09-30,Very bad performance,0
2419,OGB/2024/268,subject_1,2024-10-02,Very bad performance,0
2420,OGB/2024/269,subject_27,2024-09-28,Excellent performance,10
2421,OGB/2024/269,subject_2,2024-10-05,Fair performance,6
2422,OGB/2024/269,subject_26,2024-10-05,Good performance,8
2423,OGB/2024/269,subject_14,2024-09-25,Excellent performance,10
2424,OGB/2024/269,subject_6,2024-09-08,Very bad performance,0
2425,OGB/2024/269,subject_21,2024-09-07,Excellent performance,10
2426,OGB/2024/269,subject_24,2024-09-30,Fair performance,6
2427,OGB/2024/269,subject_17,2024-09-17,Fair performance,6
2428,OGB/2024/269,subject_29,2024-09-26,Average performance,4
2429,OGB/2024/269,subject_28,2024-09-23,Average performance,4
2430,OGB/2024/270,subject_9,2024-09-20,Fair performance,6
2431,OGB/2024/270,subject_4,2024-09-26,Fair performance,6
2432,OGB/2024/270,subject_2,2024-10-03,Fair performance,6
2433,OGB/2024/270,subject_5,2024-09-21,Below average performance,2
2434,OGB/2024/270,subject_1,2024-10-02,Below average performance,2
2435,OGB/2024/270,subject_3,2024-09-25,Excellent performance,10
2436,OGB/2024/270,subject_7,2024-10-04,Fair performance,6
2437,OGB/2024/270,subject_6,2024-09-11,Below average performance,2
2438,OGB/2024/270,subject_8,2024-09-12,Fair performance,6
2439,OGB/2024/271,subject_15,2024-10-07,Fair performance,6
2440,OGB/2024/271,subject_28,2024-09-15,Below average performance,2
2441,OGB/2024/271,subject_21,2024-09-11,Fair performance,6
2442,OGB/2024/271,subject_13,2024-09-30,Good performance,8
2443,OGB/2024/271,subject_22,2024-09-17,Excellent performance,10
2444,OGB/2024/271,subject_23,2024-09-20,Excellent performance,10
2445,OGB/2024/271,subject_14,2024-09-07,Good performance,8
2446,OGB/2024/271,subject_26,2024-09-21,Excellent performance,10
2447,OGB/2024/271,subject_6,2024-09-12,Very bad performance,0
2448,OGB/2024/272,subject_21,2024-09-14,Very bad performance,0
2449,OGB/2024/272,subject_28,2024-09-23,Fair performance,6
2450,OGB/2024/272,subject_6,2024-10-01,Good performance,8
2451,OGB/2024/272,subject_26,2024-09-10,Excellent performance,10
2452,OGB/2024/272,subject_29,2024-09-28,Very bad performance,0
2453,OGB/2024/272,subject_22,2024-09-30,Excellent performance,10
2454,OGB/2024/272,subject_13,2024-10-05,Good performance,8
2455,OGB/2024/272,subject_24,2024-09-25,Excellent performance,10
2456,OGB/2024/273,subject_26,2024-09-14,Below average performance,2
2457,OGB/2024/273,subject_6,2024-09-29,Excellent performance,10
2458,OGB/2024/273,subject_23,2024-09-07,Fair performance,6
2459,OGB/2024/273,subject_22,2024-09-13,Below average performance,2
2460,OGB/2024/273,subject_18,2024-09-08,Excellent performance,10
2461,OGB/2024/273,subject_17,2024-09-17,Below average performance,2
2462,OGB/2024/273,subject_25,2024-09-10,Very bad performance,0
2463,OGB/2024/273,subject_29,2024-10-06,Below average performance,2
2464,OGB/2024/273,subject_5,2024-09-28,Average performance,4
2465,OGB/2024/273,subject_24,2024-09-12,Fair performance,6
2466,OGB/2024/274,subject_8,2024-09-16,Good performance,8
2467,OGB/2024/274,subject_4,2024-09-27,Very bad performance,0
2468,OGB/2024/274,subject_6,2024-09-17,Very bad performance,0
2469,OGB/2024/274,subject_5,2024-09-16,Excellent performance,10
2470,OGB/2024/274,subject_3,2024-10-06,Fair performance,6
2471,OGB/2024/274,subject_9,2024-09-20,Below average performance,2
2472,OGB/2024/274,subject_1,2024-09-15,Good performance,8
2473,OGB/2024/274,subject_2,2024-09-14,Below average performance,2
2474,OGB/2024/275,subject_29,2024-09-29,Very bad performance,0
2475,OGB/2024/275,subject_1,2024-09-29,Fair performance,6
2476,OGB/2024/275,subject_25,2024-09-26,Below average performance,2
2477,OGB/2024/275,subject_17,2024-10-06,Excellent performance,10
2478,OGB/2024/275,subject_18,2024-10-02,Very bad performance,0
2479,OGB/2024/275,subject_28,2024-09-09,Fair performance,6
2480,OGB/2024/275,subject_22,2024-09-10,Average performance,4
2481,OGB/2024/275,subject_27,2024-09-27,Very bad performance,0
2482,OGB/2024/275,subject_21,2024-09-19,Excellent performance,10
2483,OGB/2024/276,subject_2,2024-10-07,Fair performance,6
2484,OGB/2024/276,subject_7,2024-09-23,Very bad performance,0
2485,OGB/2024/276,subject_6,2024-10-04,Average performance,4
2486,OGB/2024/276,subject_1,2024-09-21,Fair performance,6
2487,OGB/2024/276,subject_4,2024-09-24,Excellent performance,10
2488,OGB/2024/276,subject_10,2024-09-28,Good performance,8
2489,OGB/2024/276,subject_3,2024-09-25,Fair performance,6
2490,OGB/2024/276,subject_5,2024-09-30,Very bad performance,0
2491,OGB/2024/276,subject_8,2024-09-20,Below average performance,2
2492,OGB/2024/276,subject_9,2024-10-03,Excellent performance,10
2493,OGB/2024/277,subject_10,2024-10-06,Fair performance,6
2494,OGB/2024/277,subject_6,2024-10-06,Excellent performance,10
2495,OGB/2024/277,subject_3,2024-10-07,Fair performance,6
2496,OGB/2024/277,subject_8,2024-09-26,Excellent performance,10
2497,OGB/2024/277,subject_2,2024-09-09,Fair performance,6
2498,OGB/2024/277,subject_4,2024-10-05,Very bad performance,0
2499,OGB/2024/277,subject_1,2024-09-11,Excellent performance,10
2500,OGB/2024/277,subject_7,2024-10-02,Fair performance,6
2501,OGB/2024/278,subject_4,2024-09-20,Below average performance,2
2502,OGB/2024/278,subject_7,2024-09-21,Good performance,8
2503,OGB/2024/278,subject_3,2024-09-22,Excellent performance,10
2504,OGB/2024/278,subject_10,2024-09-13,Fair performance,6
2505,OGB/2024/278,subject_8,2024-09-11,Good performance,8
2506,OGB/2024/278,subject_6,2024-09-13,Excellent performance,10
2507,OGB/2024/278,subject_2,2024-09-07,Fair performance,6
2508,OGB/2024/278,subject_1,2024-09-23,Excellent performance,10
2509,OGB/2024/278,subject_5,2024-09-16,Excellent performance,10
2510,OGB/2024/278,subject_9,2024-09-08,Good performance,8
2511,OGB/2024/279,subject_7,2024-09-22,Excellent performance,10
2512,OGB/2024/279,subject_6,2024-09-19,Average performance,4
2513,OGB/2024/279,subject_1,2024-10-03,Average performance,4
2514,OGB/2024/279,subject_5,2024-09-13,Very bad performance,0
2515,OGB/2024/279,subject_4,2024-09-11,Very bad performance,0
2516,OGB/2024/279,subject_3,2024-09-16,Fair performance,6
2517,OGB/2024/279,subject_10,2024-09-17,Fair performance,6
2518,OGB/2024/279,subject_8,2024-09-21,Fair performance,6
2519,OGB/2024/280,subject_5,2024-10-06,Below average performance,2
2520,OGB/2024/280,subject_29,2024-09-16,Fair performance,6
2521,OGB/2024/280,subject_16,2024-09-30,Excellent performance,10
2522,OGB/2024/280,subject_17,2024-09-18,Excellent performance,10
2523,OGB/2024/280,subject_2,2024-09-15,Below average performance,2
2524,OGB/2024/280,subject_28,2024-09-14,Very bad performance,0
2525,OGB/2024/280,subject_25,2024-09-23,Good performance,8
2526,OGB/2024/280,subject_23,2024-09-07,Very bad performance,0
2527,OGB/2024/280,subject_15,2024-09-14,Fair performance,6
2528,OGB/2024/281,subject_8,2024-09-10,Excellent performance,10
2529,OGB/2024/281,subject_1,2024-09-09,Very bad performance,0
2530,OGB/2024/281,subject_5,2024-09-27,Excellent performance,10
2531,OGB/2024/281,subject_3,2024-09-12,Below average performance,2
2532,OGB/2024/281,subject_6,2024-09-12,Very bad performance,0
2533,OGB/2024/281,subject_4,2024-10-03,Excellent performance,10
2534,OGB/2024/281,subject_10,2024-10-06,Excellent performance,10
2535,OGB/2024/281,subject_2,2024-09-13,Fair performance,6
2536,OGB/2024/281,subject_9,2024-09-07,Average performance,4
2537,OGB/2024/282,subject_22,2024-10-01,Excellent performance,10
2538,OGB/2024/282,subject_24,2024-09-08,Below average performance,2
2539,OGB/2024/282,subject_26,2024-10-02,Very bad performance,0
2540,OGB/2024/282,subject_28,2024-09-30,Excellent performance,10
2541,OGB/2024/282,subject_5,2024-10-03,Excellent performance,10
2542,OGB/2024/282,subject_1,2024-09-09,Fair performance,6
2543,OGB/2024/282,subject_13,2024-09-21,Very bad performance,0
2544,OGB/2024/282,subject_27,2024-10-07,Fair performance,6
2545,OGB/2024/283,subject_2,2024-10-01,Below average performance,2
2546,OGB/2024/283,subject_17,2024-09-07,Below average performance,2
2547,OGB/2024/283,subject_6,2024-09-11,Excellent performance,10
2548,OGB/2024/283,subject_5,2024-10-01,Good performance,8
2549,OGB/2024/283,subject_15,2024-09-07,Excellent performance,10
2550,OGB/2024/283,subject_26,2024-09-19,Good performance,8
2551,OGB/2024/283,subject_21,2024-09-14,Good performance,8
2552,OGB/2024/283,subject_1,2024-09-25,Below average performance,2
2553,OGB/2024/283,subject_18,2024-09-16,Excellent performance,10
2554,OGB/2024/283,subject_23,2024-09-11,Fair performance,6
2555,OGB/2024/284,subject_21,2024-09-26,Good performance,8
2556,OGB/2024/284,subject_16,2024-10-07,Good performance,8
2557,OGB/2024/284,subject_23,2024-10-07,Very bad performance,0
2558,OGB/2024/284,subject_24,2024-09-09,Fair performance,6
2559,OGB/2024/284,subject_17,2024-10-07,Excellent performance,10
2560,OGB/2024/284,subject_27,2024-09-28,Very bad performance,0
2561,OGB/2024/284,subject_18,2024-09-13,Excellent performance,10
2562,OGB/2024/284,subject_25,2024-09-07,Excellent performance,10
2563,OGB/2024/285,subject_18,2024-09-30,Very bad performance,0
2564,OGB/2024/285,subject_15,2024-09-30,Average performance,4
2565,OGB/2024/285,subject_5,2024-09-21,Excellent performance,10
2566,OGB/2024/285,subject_27,2024-09-16,Very bad performance,0
2567,OGB/2024/285,subject_25,2024-09-23,Excellent performance,10
2568,OGB/2024/285,subject_24,2024-09-20,Very bad performance,0
2569,OGB/2024/285,subject_26,2024-09-29,Excellent performance,10
2570,OGB/2024/285,subject_22,2024-09-21,Very bad performance,0
2571,OGB/2024/285,subject_28,2024-10-05,Good performance,8
2572,OGB/2024/285,subject_1,2024-09-22,Very bad performance,0
2573,OGB/2024/286,subject_23,2024-10-05,Good performance,8
2574,OGB/2024/286,subject_21,2024-09-08,Excellent performance,10
2575,OGB/2024/286,subject_27,2024-09-12,Very bad performance,0
2576,OGB/2024/286,subject_5,2024-09-24,Excellent performance,10
2577,OGB/2024/286,subject_17,2024-09-21,Below average performance,2
2578,OGB/2024/286,subject_6,2024-09-26,Excellent performance,10
2579,OGB/2024/286,subject_22,2024-09-27,Fair performance,6
2580,OGB/2024/286,subject_2,2024-09-18,Very bad performance,0
2581,OGB/2024/286,subject_26,2024-10-05,Good performance,8
2582,OGB/2024/287,subject_6,2024-10-03,Below average performance,2
2583,OGB/2024/287,subject_22,2024-10-02,Average performance,4
2584,OGB/2024/287,subject_15,2024-09-25,Good performance,8
2585,OGB/2024/287,subject_26,2024-10-02,Good performance,8
2586,OGB/2024/287,subject_17,2024-09-12,Very bad performance,0
2587,OGB/2024/287,subject_2,2024-10-05,Very bad performance,0
2588,OGB/2024/287,subject_25,2024-09-16,Very bad performance,0
2589,OGB/2024/287,subject_16,2024-09-24,Excellent performance,10
2590,OGB/2024/287,subject_28,2024-09-07,Very bad performance,0
2591,OGB/2024/287,subject_14,2024-09-15,Below average performance,2
2592,OGB/2024/288,subject_18,2024-09-19,Below average performance,2
2593,OGB/2024/288,subject_21,2024-09-14,Below average performance,2
2594,OGB/2024/288,subject_1,2024-09-22,Fair performance,6
2595,OGB/2024/288,subject_28,2024-09-22,Good performance,8
2596,OGB/2024/288,subject_23,2024-09-17,Excellent performance,10
2597,OGB/2024/288,subject_24,2024-10-02,Fair performance,6
2598,OGB/2024/288,subject_29,2024-09-30,Excellent performance,10
2599,OGB/2024/288,subject_27,2024-10-01,Below average performance,2
2600,OGB/2024/288,subject_16,2024-09-16,Below average performance,2
2601,OGB/2024/289,subject_7,2024-09-19,Excellent performance,10
2602,OGB/2024/289,subject_3,2024-09-21,Below average performance,2
2603,OGB/2024/289,subject_8,2024-09-10,Very bad performance,0
2604,OGB/2024/289,subject_6,2024-10-07,Very bad performance,0
2605,OGB/2024/289,subject_10,2024-09-25,Excellent performance,10
2606,OGB/2024/289,subject_2,2024-09-26,Excellent performance,10
2607,OGB/2024/289,subject_4,2024-10-07,Average performance,4
2608,OGB/2024/289,subject_1,2024-09-13,Average performance,4
2609,OGB/2024/289,subject_9,2024-09-21,Excellent performance,10
2610,OGB/2024/290,subject_1,2024-10-05,Excellent performance,10
2611,OGB/2024/290,subject_2,2024-09-08,Very bad performance,0
2612,OGB/2024/290,subject_9,2024-09-23,Fair performance,6
2613,OGB/2024/290,subject_8,2024-09-08,Excellent performance,10
2614,OGB/2024/290,subject_3,2024-09-29,Fair performance,6
2615,OGB/2024/290,subject_5,2024-10-05,Average performance,4
2616,OGB/2024/290,subject_7,2024-09-08,Good performance,8
2617,OGB/2024/290,subject_4,2024-10-04,Good performance,8
2618,OGB/2024/290,subject_6,2024-09-15,Good performance,8
2619,OGB/2024/290,subject_10,2024-09-18,Fair performance,6
2620,OGB/2024/291,subject_6,2024-09-25,Good performance,8
2621,OGB/2024/291,subject_10,2024-10-05,Fair performance,6
2622,OGB/2024/291,subject_3,2024-10-03,Fair performance,6
2623,OGB/2024/291,subject_9,2024-10-01,Fair performance,6
2624,OGB/2024/291,subject_5,2024-10-01,Excellent performance,10
2625,OGB/2024/291,subject_4,2024-09-15,Fair performance,6
2626,OGB/2024/291,subject_1,2024-09-24,Very bad performance,0
2627,OGB/2024/291,subject_8,2024-09-13,Excellent performance,10
2628,OGB/2024/292,subject_2,2024-09-10,Good performance,8
2629,OGB/2024/292,subject_9,2024-09-07,Excellent performance,10
2630,OGB/2024/292,subject_4,2024-10-05,Good performance,8
2631,OGB/2024/292,subject_10,2024-09-09,Good performance,8
2632,OGB/2024/292,subject_8,2024-09-30,Fair performance,6
2633,OGB/2024/292,subject_3,2024-09-24,Excellent performance,10
2634,OGB/2024/292,subject_5,2024-10-04,Fair performance,6
2635,OGB/2024/292,subject_1,2024-09-15,Excellent performance,10
2636,OGB/2024/293,subject_5,2024-10-04,Good performance,8
2637,OGB/2024/293,subject_3,2024-10-03,Excellent performance,10
2638,OGB/2024/293,subject_6,2024-09-23,Good performance,8
2639,OGB/2024/293,subject_10,2024-10-04,Excellent performance,10
2640,OGB/2024/293,subject_4,2024-09-27,Very bad performance,0
2641,OGB/2024/293,subject_1,2024-09-23,Good performance,8
2642,OGB/2024/293,subject_7,2024-09-21,Good performance,8
2643,OGB/2024/293,subject_2,2024-09-15,Excellent performance,10
2644,OGB/2024/293,subject_9,2024-10-07,Good performance,8
2645,OGB/2024/294,subject_16,2024-09-10,Excellent performance,10
2646,OGB/2024/294,subject_5,2024-10-07,Below average performance,2
2647,OGB/2024/294,subject_28,2024-09-14,Fair performance,6
2648,OGB/2024/294,subject_27,2024-09-17,Below average performance,2
2649,OGB/2024/294,subject_14,2024-09-09,Excellent performance,10
2650,OGB/2024/294,subject_15,2024-09-19,Fair performance,6
2651,OGB/2024/294,subject_26,2024-09-29,Below average performance,2
2652,OGB/2024/294,subject_29,2024-09-21,Excellent performance,10
2653,OGB/2024/295,subject_3,2024-09-17,Good performance,8
2654,OGB/2024/295,subject_5,2024-09-19,Very bad performance,0
2655,OGB/2024/295,subject_10,2024-10-01,Fair performance,6
2656,OGB/2024/295,subject_6,2024-09-09,Very bad performance,0
2657,OGB/2024/295,subject_7,2024-09-21,Fair performance,6
2658,OGB/2024/295,subject_9,2024-09-23,Fair performance,6
2659,OGB/2024/295,subject_1,2024-09-14,Very bad performance,0
2660,OGB/2024/295,subject_4,2024-09-22,Excellent performance,10
2661,OGB/2024/295,subject_8,2024-09-30,Good performance,8
2662,OGB/2024/295,subject_2,2024-10-07,Excellent performance,10
2663,OGB/2024/296,subject_18,2024-09-21,Very bad performance,0
2664,OGB/2024/296,subject_29,2024-09-07,Good performance,8
