academic_record_id,student_id,subject_id,attendance_percentage,assignment_score,exam_score,final_grade
2147,OGB/2024/237,subject_18,89.78,93.18,51.68,70.46
2148,OGB/2024/238,subject_6,90.81,40.95,78.16,74.5
2149,OGB/2024/238,subject_10,98.03,90.99,40.13,59.92
2150,OGB/2024/238,subject_9,57.11,61.74,69.51,63.96
2151,OGB/2024/238,subject_2,90.78,67.83,42.84,59.25
2152,OGB/2024/238,subject_5,92.92,45.19,63.35,67.47
2153,OGB/2024/238,subject_4,96.84,84.59,45.12,61.75
2154,OGB/2024/238,subject_7,90.52,53.44,49.73,61.57
2155,OGB/2024/238,subject_1,57.98,61.29,58.29,57.02
2156,OGB/2024/238,subject_8,74.7,94.73,59.12,71.27
2157,OGB/2024/239,subject_2,92.43,53.23,70.5,69.94
2158,OGB/2024/239,subject_15,79.19,62.97,51.2,61.87
2159,OGB/2024/239,subject_23,61.34,77.26,69.27,67.95
2160,OGB/2024/239,subject_26,97.34,89.0,53.07,68.68
2161,OGB/2024/239,subject_22,86.82,83.14,75.84,80.03
2162,OGB/2024/239,subject_28,84.89,87.73,74.94,79.97
2163,OGB/2024/239,subject_29,53.97,60.99,45.74,51.22
2164,OGB/2024/239,subject_13,87.07,44.18,91.79,83.94
2165,OGB/2024/239,subject_27,76.54,44.65,85.45,77.45
2166,OGB/2024/240,subject_6,53.1,77.02,73.51,71.05
2167,OGB/2024/240,subject_9,61.88,49.05,56.51,56.71
2168,OGB/2024/240,subject_10,50.45,44.8,97.25,75.42
2169,OGB/2024/240,subject_8,86.42,71.95,40.87,57.56
2170,OGB/2024/240,subject_7,70.84,90.19,95.29,87.11
2171,OGB/2024/240,subject_1,81.29,66.81,67.4,70.59
2172,OGB/2024/240,subject_3,60.58,91.26,51.1,60.45
2173,OGB/2024/240,subject_4,81.09,64.01,55.95,64.76
2174,OGB/2024/240,subject_5,97.46,95.18,66.01,79.74
2175,OGB/2024/240,subject_2,80.9,73.75,64.7,66.82
2176,OGB/2024/241,subject_7,63.98,94.24,50.13,60.45
2177,OGB/2024/241,subject_10,63.6,48.52,73.74,68.71
2178,OGB/2024/241,subject_4,54.52,70.87,51.5,55.0
2179,OGB/2024/241,subject_9,54.12,49.5,63.72,61.83
2180,OGB/2024/241,subject_1,98.33,43.94,78.9,73.89
2181,OGB/2024/241,subject_6,71.95,76.34,91.75,82.38
2182,OGB/2024/241,subject_3,71.69,81.44,73.41,74.24
2183,OGB/2024/241,subject_2,58.42,47.75,64.14,57.16
2184,OGB/2024/241,subject_8,67.78,42.88,82.71,70.41
2185,OGB/2024/241,subject_5,52.98,98.77,40.59,55.77
2186,OGB/2024/242,subject_26,74.02,77.41,71.19,71.79
2187,OGB/2024/242,subject_24,63.09,89.28,56.3,66.81
2188,OGB/2024/242,subject_1,52.17,72.62,90.98,81.35
2189,OGB/2024/242,subject_29,86.05,69.62,71.87,72.39
2190,OGB/2024/242,subject_2,84.94,81.17,54.96,67.41
2191,OGB/2024/242,subject_14,53.8,48.92,63.26,57.31
2192,OGB/2024/242,subject_18,66.22,79.48,55.08,60.38
2193,OGB/2024/242,subject_23,75.22,88.63,40.77,59.98
2194,OGB/2024/243,subject_28,68.74,77.25,53.32,63.36
2195,OGB/2024/243,subject_16,63.74,82.39,93.17,87.43
2196,OGB/2024/243,subject_15,91.97,57.68,40.99,55.42
2197,OGB/2024/243,subject_13,64.73,51.94,54.58,58.41
2198,OGB/2024/243,subject_23,70.35,92.82,90.85,85.02
2199,OGB/2024/243,subject_17,82.33,47.97,69.98,66.9
2200,OGB/2024/243,subject_26,94.46,48.41,46.74,54.8
2201,OGB/2024/243,subject_22,56.8,68.71,91.42,82.12
2202,OGB/2024/244,subject_10,62.9,52.8,77.54,68.89
2203,OGB/2024/244,subject_2,66.58,43.78,76.8,68.19
2204,OGB/2024/244,subject_7,70.18,54.16,46.75,54.01
2205,OGB/2024/244,subject_8,66.15,98.6,88.09,82.85
2206,OGB/2024/244,subject_3,72.57,75.07,87.13,80.58
2207,OGB/2024/244,subject_5,68.78,90.2,41.38,56.47
2208,OGB/2024/244,subject_1,97.91,46.56,89.37,81.54
2209,OGB/2024/244,subject_9,81.06,91.63,67.56,73.51
2210,OGB/2024/245,subject_5,83.97,84.35,99.11,91.31
2211,OGB/2024/245,subject_2,85.98,92.37,63.59,75.33
2212,OGB/2024/245,subject_21,88.66,91.84,54.59,70.24
2213,OGB/2024/245,subject_18,80.96,49.64,94.11,82.58
2214,OGB/2024/245,subject_25,54.47,94.77,68.4,71.15
2215,OGB/2024/245,subject_24,91.37,63.62,55.07,62.9
2216,OGB/2024/245,subject_14,68.25,78.53,64.4,67.89
2217,OGB/2024/245,subject_13,77.35,94.99,70.91,75.04
2218,OGB/2024/245,subject_27,87.44,70.02,82.92,78.9
2219,OGB/2024/245,subject_15,74.01,92.89,84.4,81.64
2220,OGB/2024/246,subject_1,66.84,61.43,82.65,72.87
2221,OGB/2024/246,subject_7,63.65,45.36,56.7,58.35
2222,OGB/2024/246,subject_4,84.92,72.29,44.56,57.01
2223,OGB/2024/246,subject_9,51.07,58.29,53.49,54.88
2224,OGB/2024/246,subject_6,58.51,88.04,86.33,78.49
2225,OGB/2024/246,subject_8,85.55,45.09,40.55,48.11
2226,OGB/2024/246,subject_10,56.07,41.49,42.08,43.58
2227,OGB/2024/246,subject_3,65.4,50.24,72.57,66.19
2228,OGB/2024/246,subject_2,97.67,70.24,83.15,80.68
2229,OGB/2024/247,subject_7,69.94,57.5,56.36,58.21
2230,OGB/2024/247,subject_4,68.6,73.1,57.42,62.3
2231,OGB/2024/247,subject_6,56.8,83.14,58.98,63.58
2232,OGB/2024/247,subject_3,62.67,75.35,47.98,53.68
2233,OGB/2024/247,subject_1,52.17,81.22,63.01,61.62
2234,OGB/2024/247,subject_5,57.0,71.1,80.47,73.52
2235,OGB/2024/247,subject_9,72.91,69.65,84.47,79.7
2236,OGB/2024/247,subject_8,52.38,74.74,67.96,64.69
2237,OGB/2024/248,subject_22,79.82,91.09,98.79,93.12
2238,OGB/2024/248,subject_29,54.61,64.02,88.53,75.06
2239,OGB/2024/248,subject_25,58.95,98.95,89.26,87.97
2240,OGB/2024/248,subject_6,77.94,50.01,93.09,82.35
2241,OGB/2024/248,subject_28,76.82,78.25,52.06,63.2
2242,OGB/2024/248,subject_14,82.07,89.36,60.4,72.16
2243,OGB/2024/248,subject_2,99.29,67.24,47.87,61.15
2244,OGB/2024/248,subject_21,54.94,44.67,92.03,74.1
2245,OGB/2024/248,subject_27,87.04,48.56,41.39,49.39
2246,OGB/2024/249,subject_10,79.27,94.53,54.77,65.89
2247,OGB/2024/249,subject_5,54.24,51.08,53.1,52.37
2248,OGB/2024/249,subject_8,91.14,81.59,78.81,82.09
2249,OGB/2024/249,subject_6,52.45,74.4,67.38,63.73
2250,OGB/2024/249,subject_4,93.26,63.84,85.56,81.35
2251,OGB/2024/249,subject_9,65.38,82.7,62.23,64.05
2252,OGB/2024/249,subject_3,73.79,40.74,93.89,80.66
2253,OGB/2024/249,subject_2,50.0,61.86,84.77,71.9
2254,OGB/2024/249,subject_1,74.02,91.38,80.09,83.62
2255,OGB/2024/249,subject_7,56.63,68.78,84.67,76.22
2256,OGB/2024/250,subject_8,87.86,77.11,74.78,78.41
2257,OGB/2024/250,subject_7,80.99,57.03,44.9,55.68
2258,OGB/2024/250,subject_6,90.08,92.74,45.77,64.18
2259,OGB/2024/250,subject_4,74.4,81.33,71.53,74.78
2260,OGB/2024/250,subject_3,55.95,95.78,60.17,64.07
2261,OGB/2024/250,subject_2,82.69,40.85,73.39,67.27
2262,OGB/2024/250,subject_9,97.42,61.82,72.14,77.31
2263,OGB/2024/250,subject_5,86.01,85.66,40.11,57.9
2264,OGB/2024/250,subject_1,91.98,42.0,95.46,83.75
2265,OGB/2024/251,subject_18,72.9,51.36,45.26,49.94
2266,OGB/2024/251,subject_5,63.81,79.83,84.42,82.31
2267,OGB/2024/251,subject_22,76.87,54.75,97.42,85.43
2268,OGB/2024/251,subject_29,64.8,87.38,71.54,71.08
2269,OGB/2024/251,subject_1,77.43,43.29,98.87,85.71
2270,OGB/2024/251,subject_25,67.59,51.33,98.38,80.45
2271,OGB/2024/251,subject_21,98.54,83.51,41.07,63.62
2272,OGB/2024/251,subject_27,98.49,65.42,92.42,87.87
2273,OGB/2024/252,subject_27,76.8,67.42,47.79,58.53
2274,OGB/2024/252,subject_23,51.55,49.65,73.67,63.53
2275,OGB/2024/252,subject_13,59.75,85.06,60.86,64.39
2276,OGB/2024/252,subject_5,57.75,58.82,88.62,75.21
2277,OGB/2024/252,subject_29,76.19,54.02,50.44,55.42
2278,OGB/2024/252,subject_28,67.21,86.59,63.49,71.11
2279,OGB/2024/252,subject_1,53.14,60.35,57.86,57.16
2280,OGB/2024/252,subject_17,59.48,40.9,79.4,66.45
2281,OGB/2024/252,subject_25,65.2,72.79,81.24,76.01
2282,OGB/2024/252,subject_15,91.44,44.65,70.18,67.52
2283,OGB/2024/253,subject_5,76.79,72.21,83.51,80.23
2284,OGB/2024/253,subject_24,88.5,93.21,86.24,89.45
2285,OGB/2024/253,subject_18,70.45,40.11,98.2,82.99
2286,OGB/2024/253,subject_22,85.35,95.24,86.78,90.45
2287,OGB/2024/253,subject_15,96.72,52.72,41.02,55.58
2288,OGB/2024/253,subject_27,55.43,75.81,63.52,62.08
2289,OGB/2024/253,subject_17,91.36,52.02,87.57,80.04
2290,OGB/2024/253,subject_16,95.88,68.84,88.01,83.86
2291,OGB/2024/254,subject_6,79.26,74.21,40.93,52.81
2292,OGB/2024/254,subject_22,96.54,43.36,62.71,67.82
2293,OGB/2024/254,subject_27,79.14,42.37,80.04,74.48
2294,OGB/2024/254,subject_21,80.1,41.81,83.14,74.67
2295,OGB/2024/254,subject_1,63.61,85.4,54.83,59.7
2296,OGB/2024/254,subject_2,60.62,42.18,80.62,68.65
2297,OGB/2024/254,subject_5,73.75,92.25,43.94,59.76
2298,OGB/2024/254,subject_13,90.84,50.56,92.77,83.86
2299,OGB/2024/255,subject_6,58.57,55.13,63.99,62.73
2300,OGB/2024/255,subject_1,64.21,89.75,52.45,63.05
2301,OGB/2024/255,subject_10,95.05,68.27,50.84,62.11
2302,OGB/2024/255,subject_5,74.59,99.49,70.63,74.25
2303,OGB/2024/255,subject_8,92.83,47.86,56.47,60.25
2304,OGB/2024/255,subject_7,58.01,88.18,54.4,59.42
2305,OGB/2024/255,subject_2,85.93,42.19,90.64,78.32
2306,OGB/2024/255,subject_3,88.76,93.49,78.19,85.01
2307,OGB/2024/255,subject_9,56.83,67.97,50.38,54.25
2308,OGB/2024/256,subject_10,69.4,75.19,73.46,70.89
2309,OGB/2024/256,subject_5,67.87,96.68,52.56,61.87
2310,OGB/2024/256,subject_4,76.59,91.01,82.91,81.81
2311,OGB/2024/256,subject_8,93.69,82.38,63.42,70.52
2312,OGB/2024/256,subject_1,75.73,52.05,63.52,66.36
2313,OGB/2024/256,subject_3,74.43,88.81,65.84,73.02
2314,OGB/2024/256,subject_7,52.92,91.51,68.32,67.39
2315,OGB/2024/256,subject_2,98.08,84.23,99.38,95.44
2316,OGB/2024/257,subject_23,86.2,86.84,57.93,66.57
2317,OGB/2024/257,subject_22,72.67,90.41,91.37,84.93
2318,OGB/2024/257,subject_1,99.57,59.07,54.7,66.01
2319,OGB/2024/257,subject_2,90.78,51.48,46.02,54.47
2320,OGB/2024/257,subject_13,63.05,94.73,75.47,76.78
2321,OGB/2024/257,subject_14,79.07,48.96,49.21,52.74
2322,OGB/2024/257,subject_16,85.93,72.81,42.55,56.95
2323,OGB/2024/257,subject_17,93.39,93.39,70.43,81.27
2324,OGB/2024/258,subject_13,89.9,96.24,53.64,69.6
2325,OGB/2024/258,subject_16,61.79,69.46,89.89,79.77
2326,OGB/2024/258,subject_27,70.47,65.32,45.03,53.55
2327,OGB/2024/258,subject_15,66.6,78.85,44.0,54.96
2328,OGB/2024/258,subject_2,66.88,54.23,98.88,85.85
2329,OGB/2024/258,subject_23,93.8,85.39,40.79,61.25
2330,OGB/2024/258,subject_18,76.71,64.36,97.12,84.06
2331,OGB/2024/258,subject_17,98.02,55.3,81.11,78.91
2332,OGB/2024/258,subject_6,51.01,58.07,79.39,66.57
2333,OGB/2024/258,subject_22,75.3,63.73,51.47,61.35
2334,OGB/2024/259,subject_23,71.77,45.62,72.86,67.64
2335,OGB/2024/259,subject_15,62.15,84.34,84.47,81.44
2336,OGB/2024/259,subject_28,65.96,53.77,44.5,50.69
2337,OGB/2024/259,subject_22,62.74,66.58,66.49,66.3
2338,OGB/2024/259,subject_1,56.42,69.0,47.17,53.13
2339,OGB/2024/259,subject_21,62.63,91.42,41.5,53.86
2340,OGB/2024/259,subject_18,58.9,88.86,59.15,65.83
2341,OGB/2024/259,subject_27,72.11,94.33,46.8,59.01
2342,OGB/2024/259,subject_29,52.36,67.91,63.13,64.47
2343,OGB/2024/260,subject_10,70.04,92.21,40.3,57.17
2344,OGB/2024/260,subject_2,60.09,73.57,43.47,51.27
2345,OGB/2024/260,subject_3,65.61,60.41,86.12,75.01
2346,OGB/2024/260,subject_4,81.76,58.59,47.78,54.3
2347,OGB/2024/260,subject_1,68.1,74.95,45.8,55.26
2348,OGB/2024/260,subject_8,86.97,68.61,99.12,90.98
2349,OGB/2024/260,subject_5,54.49,51.9,90.03,74.96
2350,OGB/2024/260,subject_6,98.93,79.22,60.5,73.89
2351,OGB/2024/260,subject_9,93.41,76.41,99.04,90.74
2352,OGB/2024/261,subject_7,55.19,44.06,80.84,69.81
2353,OGB/2024/261,subject_9,90.67,59.66,72.33,75.26
2354,OGB/2024/261,subject_3,63.93,51.04,91.7,75.72
2355,OGB/2024/261,subject_8,58.0,81.55,91.69,84.31
2356,OGB/2024/261,subject_5,76.89,84.87,50.1,59.98
2357,OGB/2024/261,subject_1,67.49,92.82,68.09,73.79
2358,OGB/2024/261,subject_4,66.0,97.33,94.8,87.8
2359,OGB/2024/261,subject_10,54.67,59.24,82.14,72.99
2360,OGB/2024/261,subject_6,94.38,51.54,94.71,84.67
2361,OGB/2024/261,subject_2,85.41,84.38,51.01,61.92
2362,OGB/2024/262,subject_14,85.52,83.86,43.16,60.02
2363,OGB/2024/262,subject_1,86.97,64.32,99.97,88.2
2364,OGB/2024/262,subject_21,96.62,98.75,64.11,76.01
2365,OGB/2024/262,subject_28,54.99,96.49,67.84,71.08
2366,OGB/2024/262,subject_24,53.15,88.58,53.1,60.98
2367,OGB/2024/262,subject_5,68.07,68.64,87.18,78.36
2368,OGB/2024/262,subject_6,67.24,93.59,40.36,57.07
2369,OGB/2024/262,subject_25,70.95,66.66,62.04,64.21
2370,OGB/2024/262,subject_27,89.7,73.34,42.31,58.12
2371,OGB/2024/262,subject_23,98.51,83.11,45.38,65.42
2372,OGB/2024/263,subject_7,93.94,95.54,96.85,93.99
2373,OGB/2024/263,subject_4,90.12,81.02,87.4,88.25
2374,OGB/2024/263,subject_5,69.36,72.59,46.68,56.03
2375,OGB/2024/263,subject_1,73.34,64.4,57.23,59.68
2376,OGB/2024/263,subject_8,73.37,82.89,58.98,66.36
2377,OGB/2024/263,subject_9,78.17,41.76,78.03,69.65
2378,OGB/2024/263,subject_10,68.7,49.39,85.37,71.9
2379,OGB/2024/263,subject_6,62.16,52.51,81.7,72.75
2380,OGB/2024/264,subject_3,85.26,88.41,76.87,79.54
2381,OGB/2024/264,subject_4,81.5,61.28,70.4,73.27
2382,OGB/2024/264,subject_10,57.55,45.02,50.01,48.02
2383,OGB/2024/264,subject_5,99.45,44.56,42.62,54.62
2384,OGB/2024/264,subject_1,90.88,82.04,72.53,77.16
2385,OGB/2024/264,subject_6,52.46,64.43,62.36,62.52
2386,OGB/2024/264,subject_7,92.15,60.52,89.95,85.77
2387,OGB/2024/264,subject_9,93.36,41.46,83.43,75.83
2388,OGB/2024/265,subject_28,74.18,58.42,69.53,65.34
2389,OGB/2024/265,subject_23,74.04,76.01,83.6,78.21
2390,OGB/2024/265,subject_1,64.83,95.97,55.84,66.3
2391,OGB/2024/265,subject_29,77.3,66.57,93.42,85.24
2392,OGB/2024/265,subject_5,68.92,42.84,63.7,59.31
2393,OGB/2024/265,subject_6,84.65,59.55,73.48,70.09
2394,OGB/2024/265,subject_13,94.62,60.9,95.56,87.53
2395,OGB/2024/265,subject_2,87.86,65.05,85.42,80.85
2396,OGB/2024/266,subject_7,88.88,93.36,60.69,73.33
2397,OGB/2024/266,subject_8,96.87,99.57,95.87,97.14
2398,OGB/2024/266,subject_6,81.4,64.22,90.46,84.24
2399,OGB/2024/266,subject_2,87.86,52.55,51.93,56.29
2400,OGB/2024/266,subject_1,76.82,79.34,61.16,70.15
2401,OGB/2024/266,subject_3,56.35,67.88,94.35,84.0
2402,OGB/2024/266,subject_5,85.58,63.01,65.23,70.55
2403,OGB/2024/266,subject_10,76.51,50.41,95.9,81.96
2404,OGB/2024/266,subject_4,83.29,40.41,81.64,74.11
2405,OGB/2024/266,subject_9,86.59,51.62,92.68,84.11
2406,OGB/2024/267,subject_23,79.95,49.45,71.55,69.64
2407,OGB/2024/267,subject_22,54.59,81.94,66.34,68.4
2408,OGB/2024/267,subject_29,89.65,45.62,70.39,72.29
2409,OGB/2024/267,subject_17,93.6,46.99,47.81,54.04
2410,OGB/2024/267,subject_21,74.97,58.69,50.51,57.23
2411,OGB/2024/267,subject_5,79.1,90.26,59.97,71.2
2412,OGB/2024/267,subject_13,52.11,80.07,99.96,84.91
2413,OGB/2024/267,subject_16,80.52,71.92,67.41,73.35
2414,OGB/2024/267,subject_26,77.8,59.01,56.26,58.96
2415,OGB/2024/268,subject_7,58.99,85.04,93.63,84.83
2416,OGB/2024/268,subject_6,75.42,45.57,89.88,79.09
2417,OGB/2024/268,subject_3,69.4,75.31,81.07,77.21
2418,OGB/2024/268,subject_10,92.73,54.58,79.36,76.3
2419,OGB/2024/268,subject_1,92.12,69.53,67.7,75.21
2420,OGB/2024/268,subject_4,63.34,95.87,84.78,79.71
2421,OGB/2024/268,subject_5,68.04,85.03,50.81,60.6
2422,OGB/2024/268,subject_2,98.52,71.68,66.35,73.3
2423,OGB/2024/268,subject_8,91.38,40.39,60.33,62.15
2424,OGB/2024/268,subject_9,57.96,82.37,94.41,86.31
2425,OGB/2024/269,subject_27,73.05,83.73,64.15,72.38
2426,OGB/2024/269,subject_16,63.16,71.61,69.4,69.69
2427,OGB/2024/269,subject_6,58.09,88.25,71.5,74.5
2428,OGB/2024/269,subject_14,84.56,81.61,47.31,62.25
2429,OGB/2024/269,subject_24,64.43,47.42,61.81,56.87
2430,OGB/2024/269,subject_22,71.8,64.26,62.82,66.93
2431,OGB/2024/269,subject_25,90.33,99.57,48.22,66.83
2432,OGB/2024/269,subject_29,89.58,60.88,91.27,87.29
2433,OGB/2024/270,subject_22,98.38,53.73,46.17,58.58
2434,OGB/2024/270,subject_27,92.09,46.36,78.81,74.15
2435,OGB/2024/270,subject_18,84.33,42.8,79.88,74.68
2436,OGB/2024/270,subject_13,69.03,87.75,55.78,63.08
2437,OGB/2024/270,subject_15,61.56,70.19,42.67,51.95
2438,OGB/2024/270,subject_14,80.2,69.57,50.41,62.87
2439,OGB/2024/270,subject_1,75.67,79.55,77.44,78.98
2440,OGB/2024/270,subject_6,83.33,62.68,94.87,85.97
2441,OGB/2024/270,subject_29,91.64,86.61,79.35,85.46
2442,OGB/2024/271,subject_1,63.68,68.23,79.93,74.82
2443,OGB/2024/271,subject_8,90.97,42.55,42.91,51.28
2444,OGB/2024/271,subject_6,53.21,90.71,77.94,72.61
2445,OGB/2024/271,subject_5,87.82,42.18,40.47,50.27
2446,OGB/2024/271,subject_4,88.94,82.67,71.16,75.45
2447,OGB/2024/271,subject_10,68.82,90.4,71.57,72.28
2448,OGB/2024/271,subject_2,86.01,59.19,70.64,71.27
2449,OGB/2024/271,subject_3,99.33,51.58,89.3,86.16
2450,OGB/2024/271,subject_7,62.84,63.61,95.51,81.08
2451,OGB/2024/272,subject_17,93.22,51.4,43.1,56.68
2452,OGB/2024/272,subject_26,63.98,46.73,48.99,50.86
2453,OGB/2024/272,subject_1,52.82,81.59,86.68,79.05
2454,OGB/2024/272,subject_25,96.44,83.63,68.43,76.72
2455,OGB/2024/272,subject_5,70.98,90.03,78.63,79.38
2456,OGB/2024/272,subject_18,88.69,60.58,69.85,70.55
2457,OGB/2024/272,subject_27,58.44,60.65,78.84,71.32
2458,OGB/2024/272,subject_14,94.09,97.43,43.76,65.48
2459,OGB/2024/273,subject_23,89.57,89.97,73.48,82.29
2460,OGB/2024/273,subject_16,87.5,76.4,74.95,79.53
2461,OGB/2024/273,subject_2,58.16,48.98,64.53,60.97
2462,OGB/2024/273,subject_14,70.68,82.24,60.95,66.01
2463,OGB/2024/273,subject_27,51.79,77.52,86.46,78.96
2464,OGB/2024/273,subject_6,79.59,57.61,48.84,55.85
2465,OGB/2024/273,subject_24,79.89,47.55,49.99,58.23
2466,OGB/2024/273,subject_1,81.24,90.22,86.99,83.64
2467,OGB/2024/274,subject_18,89.07,89.0,81.32,84.22
2468,OGB/2024/274,subject_21,56.22,60.57,90.49,77.53
2469,OGB/2024/274,subject_17,65.54,78.34,94.9,85.26
2470,OGB/2024/274,subject_15,55.85,82.0,83.6,77.82
2471,OGB/2024/274,subject_16,83.96,71.03,81.95,83.01
2472,OGB/2024/274,subject_27,63.46,78.76,65.58,69.31
2473,OGB/2024/274,subject_2,78.63,53.41,97.82,82.69
2474,OGB/2024/274,subject_28,83.82,62.54,99.18,89.81
2475,OGB/2024/274,subject_5,81.83,72.09,85.99,84.65
2476,OGB/2024/275,subject_14,50.69,56.92,40.98,43.67
2477,OGB/2024/275,subject_22,98.92,78.45,67.47,76.47
2478,OGB/2024/275,subject_21,54.53,78.2,71.63,69.05
2479,OGB/2024/275,subject_1,53.88,47.18,92.28,75.68
2480,OGB/2024/275,subject_25,80.54,59.76,42.15,52.87
2481,OGB/2024/275,subject_2,54.86,45.18,76.58,67.42
2482,OGB/2024/275,subject_27,86.17,89.35,57.83,67.82
2483,OGB/2024/275,subject_15,84.67,59.49,48.23,56.94
2484,OGB/2024/275,subject_16,72.49,76.79,49.32,61.44
2485,OGB/2024/275,subject_18,69.41,77.42,75.13,76.85
2486,OGB/2024/276,subject_1,75.92,89.06,78.68,81.99
2487,OGB/2024/276,subject_28,92.87,74.75,99.2,94.18
2488,OGB/2024/276,subject_29,71.3,99.4,70.28,76.96
2489,OGB/2024/276,subject_21,84.75,99.9,48.2,67.78
2490,OGB/2024/276,subject_5,55.67,72.51,70.05,65.83
2491,OGB/2024/276,subject_6,97.72,75.4,54.63,69.3
2492,OGB/2024/276,subject_13,99.21,99.39,50.7,69.47
2493,OGB/2024/276,subject_26,79.87,84.26,57.27,65.5
2494,OGB/2024/276,subject_22,64.73,75.59,78.8,72.42
2495,OGB/2024/277,subject_6,51.51,47.24,42.0,44.96
2496,OGB/2024/277,subject_22,84.7,59.24,94.76,88.57
2497,OGB/2024/277,subject_17,65.26,52.75,71.57,66.11
2498,OGB/2024/277,subject_16,76.44,73.57,66.45,70.36
2499,OGB/2024/277,subject_13,75.97,67.14,71.47,68.77
2500,OGB/2024/277,subject_14,78.76,85.76,42.72,57.67
2501,OGB/2024/277,subject_21,84.64,46.54,66.22,67.85
2502,OGB/2024/277,subject_28,79.06,77.5,52.2,63.39
2503,OGB/2024/277,subject_15,68.84,80.44,55.9,63.42
2504,OGB/2024/278,subject_7,89.82,72.69,46.35,61.15
2505,OGB/2024/278,subject_4,92.16,69.22,71.69,75.04
2506,OGB/2024/278,subject_10,94.76,93.05,96.34,95.52
2507,OGB/2024/278,subject_2,68.35,81.56,58.09,62.41
2508,OGB/2024/278,subject_5,66.67,57.6,88.94,81.05
2509,OGB/2024/278,subject_3,87.04,84.86,88.58,84.64
2510,OGB/2024/278,subject_6,51.93,85.52,40.07,48.85
2511,OGB/2024/278,subject_9,67.05,48.02,79.54,69.69
2512,OGB/2024/279,subject_3,93.9,81.84,99.39,97.16
2513,OGB/2024/279,subject_9,71.21,85.46,42.24,57.72
2514,OGB/2024/279,subject_7,94.81,76.46,58.17,70.02
2515,OGB/2024/279,subject_2,68.45,61.53,72.66,71.43
2516,OGB/2024/279,subject_8,53.54,85.13,77.74,74.17
2517,OGB/2024/279,subject_10,98.23,50.05,91.36,81.66
2518,OGB/2024/279,subject_5,77.78,47.0,70.85,67.43
2519,OGB/2024/279,subject_4,99.95,46.8,80.47,78.74
2520,OGB/2024/279,subject_6,62.27,40.12,76.42,65.86
2521,OGB/2024/280,subject_28,56.5,64.47,50.54,57.4
2522,OGB/2024/280,subject_26,77.68,67.82,49.62,58.61
2523,OGB/2024/280,subject_6,60.84,90.24,80.72,77.96
2524,OGB/2024/280,subject_18,60.57,87.72,47.65,61.05
2525,OGB/2024/280,subject_2,87.17,98.37,97.34,93.99
2526,OGB/2024/280,subject_29,98.88,57.38,92.23,83.9
2527,OGB/2024/280,subject_14,90.62,41.01,57.17,62.52
2528,OGB/2024/280,subject_23,91.56,61.18,73.55,72.94
2529,OGB/2024/280,subject_13,92.67,82.01,60.87,69.63
2530,OGB/2024/281,subject_22,67.15,94.94,83.37,83.32
2531,OGB/2024/281,subject_1,71.29,68.3,45.02,57.02
2532,OGB/2024/281,subject_16,54.34,95.64,79.05,79.74
2533,OGB/2024/281,subject_23,58.89,81.23,67.09,65.61
2534,OGB/2024/281,subject_25,53.39,53.06,85.02,69.83
2535,OGB/2024/281,subject_26,80.14,74.08,50.21,58.9
2536,OGB/2024/281,subject_6,60.82,80.86,82.86,80.04
2537,OGB/2024/281,subject_13,64.01,98.19,78.66,78.61
2538,OGB/2024/282,subject_8,50.37,66.82,81.89,71.32
2539,OGB/2024/282,subject_7,82.43,47.62,40.21,49.86
2540,OGB/2024/282,subject_1,74.69,46.18,96.3,81.18
2541,OGB/2024/282,subject_9,78.63,49.36,54.08,56.53
2542,OGB/2024/282,subject_4,58.75,77.23,70.02,66.91
2543,OGB/2024/282,subject_5,75.4,65.79,80.66,78.87
2544,OGB/2024/282,subject_6,67.36,47.65,99.8,85.15
2545,OGB/2024/282,subject_2,82.74,62.63,48.41,59.79
2546,OGB/2024/283,subject_5,68.14,58.8,43.78,50.26
2547,OGB/2024/283,subject_23,62.73,60.17,70.08,67.43
2548,OGB/2024/283,subject_28,83.27,96.79,61.87,74.64
2549,OGB/2024/283,subject_26,53.15,61.62,87.61,78.03
2550,OGB/2024/283,subject_15,72.52,89.81,62.43,71.4
2551,OGB/2024/283,subject_17,50.42,57.77,95.03,80.79
2552,OGB/2024/283,subject_22,60.78,90.6,60.46,67.48
2553,OGB/2024/283,subject_16,99.15,85.61,73.7,82.1
2554,OGB/2024/283,subject_27,85.3,65.28,50.2,60.12
2555,OGB/2024/283,subject_1,87.02,84.77,94.21,92.53
2556,OGB/2024/284,subject_8,54.99,73.04,67.25,68.14
2557,OGB/2024/284,subject_7,54.26,81.06,75.95,74.65
2558,OGB/2024/284,subject_10,98.64,99.51,49.81,69.63
2559,OGB/2024/284,subject_6,97.26,65.48,99.1,93.96
2560,OGB/2024/284,subject_2,93.75,78.98,54.62,70.27
2561,OGB/2024/284,subject_9,82.95,44.6,89.92,79.94
2562,OGB/2024/284,subject_3,77.48,89.16,94.46,90.72
2563,OGB/2024/284,subject_1,55.34,66.59,44.83,51.41
2564,OGB/2024/284,subject_4,77.85,49.87,54.12,59.26
2565,OGB/2024/285,subject_14,70.21,66.29,42.93,54.94
2566,OGB/2024/285,subject_22,97.05,55.6,79.84,78.61
2567,OGB/2024/285,subject_29,58.63,69.07,97.74,86.27
2568,OGB/2024/285,subject_1,84.81,65.83,42.46,57.13
2569,OGB/2024/285,subject_23,54.45,66.11,94.92,80.56
